"date","Item","Element","Value"
2011-03-22,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.500000000000001
2011-03-22,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",7.8
2011-03-22,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",26.6
2011-03-22,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",9.3
2011-03-22,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",3.4
2011-03-22,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",67.6
2011-03-22,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",42.4
2011-03-22,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",65.2
2011-03-22,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",15
2011-03-22,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",15
2011-03-22,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",21.4
2011-03-22,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.1
2011-03-22,"EURO FX - CME","Speculators net position (% of OI)",31.8
2011-03-22,"JAPANESE YEN - CME","Speculators net position (% of OI)",40.4
2011-03-22,"MEXICAN PESO - CME","Speculators net position (% of OI)",77.1
2011-03-22,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",17.3
2011-03-22,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",17.3
2011-03-22,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-23.3
2011-03-22,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",5.6
2011-03-22,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",22.8
2011-03-22,"SWISS FRANC - CME","Speculators net position (% of OI)",54.9
2011-03-22,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-42.1
2011-03-22,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",12.2
2011-03-22,"VIX FUTURES - CBOE","Speculators net position (% of OI)",0.300000000000001
2011-03-29,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.0999999999999996
2011-03-29,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.300000000000001
2011-03-29,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-23
2011-03-29,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-9.4
2011-03-29,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-3.3
2011-03-29,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-74.2
2011-03-29,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-15.7
2011-03-29,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-65.4
2011-03-29,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-30.6
2011-03-29,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-30.6
2011-03-29,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-25.9
2011-03-29,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-8.9
2011-03-29,"EURO FX - CME","Smart money net position (% of OI)",-32.3
2011-03-29,"JAPANESE YEN - CME","Smart money net position (% of OI)",-24.6
2011-03-29,"MEXICAN PESO - CME","Smart money net position (% of OI)",-79
2011-03-29,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-27.5
2011-03-29,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-22.1
2011-03-29,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",5.3
2011-03-29,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",0.899999999999999
2011-03-29,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-23.3
2011-03-29,"SWISS FRANC - CME","Smart money net position (% of OI)",-51.3
2011-03-29,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",42
2011-03-29,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-10.6
2011-03-29,"VIX FUTURES - CBOE","Smart money net position (% of OI)",-1.2
2011-03-29,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.77635683940025e-15
2011-03-29,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.199999999999998
2011-03-29,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",23
2011-03-29,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",9.3
2011-03-29,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",3.4
2011-03-29,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",74.3
2011-03-29,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",15.6
2011-03-29,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",65.5
2011-03-29,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",30.7
2011-03-29,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",30.7
2011-03-29,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",25.9
2011-03-29,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.9
2011-03-29,"EURO FX - CME","Speculators net position (% of OI)",32.3
2011-03-29,"JAPANESE YEN - CME","Speculators net position (% of OI)",24.6
2011-03-29,"MEXICAN PESO - CME","Speculators net position (% of OI)",79
2011-03-29,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",27.5
2011-03-29,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",22.1
2011-03-29,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",-5.6
2011-03-29,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-1
2011-03-29,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",23.2
2011-03-29,"SWISS FRANC - CME","Speculators net position (% of OI)",51.2
2011-03-29,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-42
2011-03-29,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",10.7
2011-03-29,"VIX FUTURES - CBOE","Speculators net position (% of OI)",1.2
2011-04-05,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",5
2011-04-05,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",3.6
2011-04-05,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-22.6
2011-04-05,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-7
2011-04-05,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.800000000000001
2011-04-05,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-75.8
2011-04-05,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-37.9
2011-04-05,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-67.5
2011-04-05,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-25.6
2011-04-05,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-25.6
2011-04-05,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-27.6
2011-04-05,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-8.1
2011-04-05,"EURO FX - CME","Smart money net position (% of OI)",-30.6
2011-04-05,"JAPANESE YEN - CME","Smart money net position (% of OI)",28.8
2011-04-05,"MEXICAN PESO - CME","Smart money net position (% of OI)",-79.9
2011-04-05,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-36.7
2011-04-05,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-27.5
2011-04-05,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-23.8
2011-04-05,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",7.3
2011-04-05,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-23.6
2011-04-05,"SWISS FRANC - CME","Smart money net position (% of OI)",-36.7
2011-04-05,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",38.8
2011-04-05,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-4.8
2011-04-05,"VIX FUTURES - CBOE","Smart money net position (% of OI)",-0.600000000000001
2011-04-05,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-5.10000000000001
2011-04-05,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-3.6
2011-04-05,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",22.5
2011-04-05,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",7.1
2011-04-05,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.600000000000004
2011-04-05,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",75.9
2011-04-05,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",37.9
2011-04-05,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",67.4
2011-04-05,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",25.5
2011-04-05,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",25.5
2011-04-05,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",27.4
2011-04-05,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",8.1
2011-04-05,"EURO FX - CME","Speculators net position (% of OI)",30.5
2011-04-05,"JAPANESE YEN - CME","Speculators net position (% of OI)",-28.8
2011-04-05,"MEXICAN PESO - CME","Speculators net position (% of OI)",79.8
2011-04-05,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",36.7
2011-04-05,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",27.4
2011-04-05,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",23.8
2011-04-05,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-7.2
2011-04-05,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",23.6
2011-04-05,"SWISS FRANC - CME","Speculators net position (% of OI)",36.6
2011-04-05,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-38.9
2011-04-05,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",4.9
2011-04-05,"VIX FUTURES - CBOE","Speculators net position (% of OI)",0.500000000000002
2011-04-12,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.6
2011-04-12,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0
2011-04-12,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-23.2
2011-04-12,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-5.6
2011-04-12,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.0999999999999996
2011-04-12,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-74.7
2011-04-12,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-41.5
2011-04-12,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-66
2011-04-12,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-27
2011-04-12,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-27
2011-04-12,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-26.4
2011-04-12,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-7.8
2011-04-12,"EURO FX - CME","Smart money net position (% of OI)",-30.7
2011-04-12,"JAPANESE YEN - CME","Smart money net position (% of OI)",41
2011-04-12,"MEXICAN PESO - CME","Smart money net position (% of OI)",-79.8
2011-04-12,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-32.6
2011-04-12,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-22.4
2011-04-12,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-42
2011-04-12,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",17.5
2011-04-12,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-22.7
2011-04-12,"SWISS FRANC - CME","Smart money net position (% of OI)",-42.8
2011-04-12,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",38.1
2011-04-12,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-3.9
2011-04-12,"VIX FUTURES - CBOE","Smart money net position (% of OI)",1.2
2011-04-12,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2.5
2011-04-12,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.0999999999999996
2011-04-12,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",23.3
2011-04-12,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",5.6
2011-04-12,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.199999999999998
2011-04-12,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",74.8
2011-04-12,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",41.6
2011-04-12,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",66.2
2011-04-12,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",26.9
2011-04-12,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",26.9
2011-04-12,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",26.3
2011-04-12,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",7.8
2011-04-12,"EURO FX - CME","Speculators net position (% of OI)",30.7
2011-04-12,"JAPANESE YEN - CME","Speculators net position (% of OI)",-40.9
2011-04-12,"MEXICAN PESO - CME","Speculators net position (% of OI)",79.7
2011-04-12,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",32.6
2011-04-12,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",22.4
2011-04-12,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",41.9
2011-04-12,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-17.4
2011-04-12,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",22.8
2011-04-12,"SWISS FRANC - CME","Speculators net position (% of OI)",42.7
2011-04-12,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-38
2011-04-12,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",3.8
2011-04-12,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-1.3
2011-04-19,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.8
2011-04-19,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.4
2011-04-19,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-27.3
2011-04-19,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-4.7
2011-04-19,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.6
2011-04-19,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-72.6
2011-04-19,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-43.8
2011-04-19,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-65.8
2011-04-19,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-20.1
2011-04-19,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-20.1
2011-04-19,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-26.6
2011-04-19,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-7.9
2011-04-19,"EURO FX - CME","Smart money net position (% of OI)",-29
2011-04-19,"JAPANESE YEN - CME","Smart money net position (% of OI)",39.3
2011-04-19,"MEXICAN PESO - CME","Smart money net position (% of OI)",-78
2011-04-19,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-28.4
2011-04-19,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-19.6
2011-04-19,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-51.1
2011-04-19,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",7.5
2011-04-19,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-23
2011-04-19,"SWISS FRANC - CME","Smart money net position (% of OI)",-43.7
2011-04-19,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",35.6
2011-04-19,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-8.1
2011-04-19,"VIX FUTURES - CBOE","Smart money net position (% of OI)",1.7
2011-04-19,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2.7
2011-04-19,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.299999999999997
2011-04-19,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",27.4
2011-04-19,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",4.7
2011-04-19,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.500000000000003
2011-04-19,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",72.6
2011-04-19,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",44
2011-04-19,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",65.8
2011-04-19,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",20.1
2011-04-19,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",20.1
2011-04-19,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",26.6
2011-04-19,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",7.9
2011-04-19,"EURO FX - CME","Speculators net position (% of OI)",29
2011-04-19,"JAPANESE YEN - CME","Speculators net position (% of OI)",-39.1
2011-04-19,"MEXICAN PESO - CME","Speculators net position (% of OI)",78.1
2011-04-19,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",28.4
2011-04-19,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",19.6
2011-04-19,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",51
2011-04-19,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-7.7
2011-04-19,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",23.1
2011-04-19,"SWISS FRANC - CME","Speculators net position (% of OI)",43.8
2011-04-19,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-35.6
2011-04-19,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",8
2011-04-19,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-1.7
2011-04-26,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.7
2011-04-26,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-1.4
2011-04-26,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-29.1
2011-04-26,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-3.7
2011-04-26,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-1.1
2011-04-26,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-71.4
2011-04-26,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-46
2011-04-26,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-66.5
2011-04-26,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-17.4
2011-04-26,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-17.4
2011-04-26,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-29.6
2011-04-26,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-10.3
2011-04-26,"EURO FX - CME","Smart money net position (% of OI)",-32.3
2011-04-26,"JAPANESE YEN - CME","Smart money net position (% of OI)",25.2
2011-04-26,"MEXICAN PESO - CME","Smart money net position (% of OI)",-79.1
2011-04-26,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-32.9
2011-04-26,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-24
2011-04-26,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-56
2011-04-26,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",5.4
2011-04-26,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-26.5
2011-04-26,"SWISS FRANC - CME","Smart money net position (% of OI)",-40.6
2011-04-26,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",33.3
2011-04-26,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-9.9
2011-04-26,"VIX FUTURES - CBOE","Smart money net position (% of OI)",3.6
2011-04-26,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2.7
2011-04-26,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.5
2011-04-26,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",29.1
2011-04-26,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",3.6
2011-04-26,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.1
2011-04-26,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",71.4
2011-04-26,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",46.1
2011-04-26,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",66.3
2011-04-26,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",17.5
2011-04-26,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",17.5
2011-04-26,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",29.5
2011-04-26,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",10.2
2011-04-26,"EURO FX - CME","Speculators net position (% of OI)",32.3
2011-04-26,"JAPANESE YEN - CME","Speculators net position (% of OI)",-25.2
2011-04-26,"MEXICAN PESO - CME","Speculators net position (% of OI)",79.2
2011-04-26,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",32.9
2011-04-26,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",24
2011-04-26,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",55.9
2011-04-26,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-5.4
2011-04-26,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",26.7
2011-04-26,"SWISS FRANC - CME","Speculators net position (% of OI)",40.5
2011-04-26,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-33.2
2011-04-26,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",9.8
2011-04-26,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-3.7
2011-05-03,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.8
2011-05-03,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.0999999999999996
2011-05-03,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-27.8
2011-05-03,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",-0.5
2011-05-03,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",1.4
2011-05-03,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-65.5
2011-05-03,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-40.4
2011-05-03,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-61.7
2011-05-03,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-24.5
2011-05-03,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-24.5
2011-05-03,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-23.3
2011-05-03,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-11.5
2011-05-03,"EURO FX - CME","Smart money net position (% of OI)",-41.9
2011-05-03,"JAPANESE YEN - CME","Smart money net position (% of OI)",10.8
2011-05-03,"MEXICAN PESO - CME","Smart money net position (% of OI)",-79.7
2011-05-03,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-35.6
2011-05-03,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-27.6
2011-05-03,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-57.6
2011-05-03,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",6.2
2011-05-03,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-25.1
2011-05-03,"SWISS FRANC - CME","Smart money net position (% of OI)",-41.1
2011-05-03,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",32
2011-05-03,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-11
2011-05-03,"VIX FUTURES - CBOE","Smart money net position (% of OI)",2.2
2011-05-03,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2.8
2011-05-03,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0
2011-05-03,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",27.8
2011-05-03,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",0.5
2011-05-03,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-1.4
2011-05-03,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",65.7
2011-05-03,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",40.6
2011-05-03,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",61.7
2011-05-03,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",24.5
2011-05-03,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",24.5
2011-05-03,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",23.4
2011-05-03,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",11.5
2011-05-03,"EURO FX - CME","Speculators net position (% of OI)",41.9
2011-05-03,"JAPANESE YEN - CME","Speculators net position (% of OI)",-10.9
2011-05-03,"MEXICAN PESO - CME","Speculators net position (% of OI)",79.5
2011-05-03,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",35.6
2011-05-03,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",27.5
2011-05-03,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",57.6
2011-05-03,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-6.2
2011-05-03,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",25.1
2011-05-03,"SWISS FRANC - CME","Speculators net position (% of OI)",41.2
2011-05-03,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-31.9
2011-05-03,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11
2011-05-03,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-2.2
